person,question,response_n,response
p38,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p39,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p40,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p41,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p42,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p43,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p43,What time(s) of day work best for you?,1,Night/bar time (9pm - 2am)
p44,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p44,What time(s) of day work best for you?,1,Night/bar time (9pm - 2am)
p45,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p46,What time(s) of day work best for you?,0,Work hours (8am - 6pm)
p47,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p48,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p49,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p50,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p51,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p52,What time(s) of day work best for you?,0,Work hours (8am - 6pm)
p52,What time(s) of day work best for you?,1,After work hours (6pm - 9pm)
p53,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p54,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p55,What time(s) of day work best for you?,0,Work hours (8am - 6pm)
p55,What time(s) of day work best for you?,1,After work hours (6pm - 9pm)
p56,What time(s) of day work best for you?,0,Work hours (8am - 6pm)
p57,What time(s) of day work best for you?,0,Work hours (8am - 6pm)
p58,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p59,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p60,What time(s) of day work best for you?,0,Work hours (8am - 6pm)
p60,What time(s) of day work best for you?,1,After work hours (6pm - 9pm)
p61,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p62,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p63,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p63,What time(s) of day work best for you?,1,Night/bar time (9pm - 2am)
p64,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p65,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p66,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p66,What time(s) of day work best for you?,1,Night/bar time (9pm - 2am)
p67,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p67,What time(s) of day work best for you?,1,Night/bar time (9pm - 2am)
p68,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p69,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p70,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p71,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p72,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p73,What time(s) of day work best for you?,0,Work hours (8am - 6pm)
p73,What time(s) of day work best for you?,1,After work hours (6pm - 9pm)
p74,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p74,What time(s) of day work best for you?,1,Night/bar time (9pm - 2am)
p75,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p75,What time(s) of day work best for you?,1,Night/bar time (9pm - 2am)
p76,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p77,What time(s) of day work best for you?,0,Work hours (8am - 6pm)
p77,What time(s) of day work best for you?,1,After work hours (6pm - 9pm)
p78,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p78,What time(s) of day work best for you?,1,Night/bar time (9pm - 2am)
p79,What time(s) of day work best for you?,0,Work hours (8am - 6pm)
p79,What time(s) of day work best for you?,1,After work hours (6pm - 9pm)
p80,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p80,What time(s) of day work best for you?,1,Night/bar time (9pm - 2am)
p81,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p81,What time(s) of day work best for you?,1,Night/bar time (9pm - 2am)
p82,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p83,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p84,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p85,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p86,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p86,What time(s) of day work best for you?,1,Night/bar time (9pm - 2am)
p87,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p88,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p89,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p90,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p91,What time(s) of day work best for you?,0,Work hours (8am - 6pm)
p91,What time(s) of day work best for you?,1,After work hours (6pm - 9pm)
p92,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p93,What time(s) of day work best for you?,0,Work hours (8am - 6pm)
p93,What time(s) of day work best for you?,1,After work hours (6pm - 9pm)
p94,What time(s) of day work best for you?,0,Work hours (8am - 6pm)
p94,What time(s) of day work best for you?,1,After work hours (6pm - 9pm)
p94,What time(s) of day work best for you?,2,Night/bar time (9pm - 2am)
p95,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p95,What time(s) of day work best for you?,1,Night/bar time (9pm - 2am)
p96,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p97,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p98,What time(s) of day work best for you?,0,Work hours (8am - 6pm)
p99,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p100,What time(s) of day work best for you?,0,After work hours (6pm - 9pm)
p0,Where in town works best for you to attend the meetup?,0,Downtown
p0,Where in town works best for you to attend the meetup?,1,East
p1,Where in town works best for you to attend the meetup?,0,Near West
p1,Where in town works best for you to attend the meetup?,1,Downtown
p1,Where in town works best for you to attend the meetup?,2,East
p2,Where in town works best for you to attend the meetup?,0,Downtown
p3,Where in town works best for you to attend the meetup?,0,Near West
p4,Where in town works best for you to attend the meetup?,0,Downtown
p4,Where in town works best for you to attend the meetup?,1,East
p5,Where in town works best for you to attend the meetup?,0,Far West
p5,Where in town works best for you to attend the meetup?,1,Near West
p5,Where in town works best for you to attend the meetup?,2,Downtown
p6,Where in town works best for you to attend the meetup?,0,Downtown
p6,Where in town works best for you to attend the meetup?,1,East
p7,Where in town works best for you to attend the meetup?,0,Near West
p7,Where in town works best for you to attend the meetup?,1,Downtown
p8,Where in town works best for you to attend the meetup?,0,Far West
p8,Where in town works best for you to attend the meetup?,1,Near West
p8,Where in town works best for you to attend the meetup?,2,Downtown
p8,Where in town works best for you to attend the meetup?,3,East
p9,Where in town works best for you to attend the meetup?,0,Far West
p9,Where in town works best for you to attend the meetup?,1,Near West
p9,Where in town works best for you to attend the meetup?,2,Downtown
p10,Where in town works best for you to attend the meetup?,0,Downtown
p10,Where in town works best for you to attend the meetup?,1,East
p11,Where in town works best for you to attend the meetup?,0,Near West
p12,Where in town works best for you to attend the meetup?,0,Downtown
p12,Where in town works best for you to attend the meetup?,1,East
p13,Where in town works best for you to attend the meetup?,0,Far West
p13,Where in town works best for you to attend the meetup?,1,Near West
p13,Where in town works best for you to attend the meetup?,2,Downtown
p13,Where in town works best for you to attend the meetup?,3,East
p14,Where in town works best for you to attend the meetup?,0,Downtown
p14,Where in town works best for you to attend the meetup?,1,East
p15,Where in town works best for you to attend the meetup?,0,Far West
p15,Where in town works best for you to attend the meetup?,1,Near West
p15,Where in town works best for you to attend the meetup?,2,Downtown
p16,Where in town works best for you to attend the meetup?,0,Near West
p16,Where in town works best for you to attend the meetup?,1,Downtown
p16,Where in town works best for you to attend the meetup?,2,East
p17,Where in town works best for you to attend the meetup?,0,Near West
p17,Where in town works best for you to attend the meetup?,1,Downtown
p17,Where in town works best for you to attend the meetup?,2,East
p18,Where in town works best for you to attend the meetup?,0,Downtown
p18,Where in town works best for you to attend the meetup?,1,East
p19,Where in town works best for you to attend the meetup?,0,East
p20,Where in town works best for you to attend the meetup?,0,Downtown
p21,Where in town works best for you to attend the meetup?,0,Near West
p21,Where in town works best for you to attend the meetup?,1,Downtown
p22,Where in town works best for you to attend the meetup?,0,Downtown
p22,Where in town works best for you to attend the meetup?,1,East
p23,Where in town works best for you to attend the meetup?,0,Far West
p23,Where in town works best for you to attend the meetup?,1,Near West
p23,Where in town works best for you to attend the meetup?,2,Downtown
p24,Where in town works best for you to attend the meetup?,0,Near West
p24,Where in town works best for you to attend the meetup?,1,Downtown
p24,Where in town works best for you to attend the meetup?,2,East
p25,Where in town works best for you to attend the meetup?,0,Downtown
p26,Where in town works best for you to attend the meetup?,0,Downtown
p26,Where in town works best for you to attend the meetup?,1,East
p27,Where in town works best for you to attend the meetup?,0,Near West
p28,Where in town works best for you to attend the meetup?,0,Downtown
p29,Where in town works best for you to attend the meetup?,0,Near West
p30,Where in town works best for you to attend the meetup?,0,Near West
p30,Where in town works best for you to attend the meetup?,1,Downtown
p31,Where in town works best for you to attend the meetup?,0,Downtown
p31,Where in town works best for you to attend the meetup?,1,East
p32,Where in town works best for you to attend the meetup?,0,Downtown
p33,Where in town works best for you to attend the meetup?,0,Downtown
p34,Where in town works best for you to attend the meetup?,0,Near West
p34,Where in town works best for you to attend the meetup?,1,Downtown
p34,Where in town works best for you to attend the meetup?,2,East
p35,Where in town works best for you to attend the meetup?,0,Near West
p35,Where in town works best for you to attend the meetup?,1,Downtown
p36,Where in town works best for you to attend the meetup?,0,Near West
p36,Where in town works best for you to attend the meetup?,1,Downtown
p37,Where in town works best for you to attend the meetup?,0,Near West
p38,Where in town works best for you to attend the meetup?,0,Downtown
p39,Where in town works best for you to attend the meetup?,0,Near West
p40,Where in town works best for you to attend the meetup?,0,Downtown
p40,Where in town works best for you to attend the meetup?,1,East
p41,Where in town works best for you to attend the meetup?,0,Downtown
p42,Where in town works best for you to attend the meetup?,0,Downtown
p42,Where in town works best for you to attend the meetup?,1,East
p43,Where in town works best for you to attend the meetup?,0,Far West
p43,Where in town works best for you to attend the meetup?,1,Near West
p43,Where in town works best for you to attend the meetup?,2,Downtown
p44,Where in town works best for you to attend the meetup?,0,Near West
p44,Where in town works best for you to attend the meetup?,1,Downtown
p44,Where in town works best for you to attend the meetup?,2,East
p45,Where in town works best for you to attend the meetup?,0,Downtown
p45,Where in town works best for you to attend the meetup?,1,East
p46,Where in town works best for you to attend the meetup?,0,Downtown
